City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
700,Paramonga,PE,-10.6667,-77.8333,68.34,72,15,12.41,few clouds
701,Aasiaat,GL,68.7098,-52.8699,11.46,76,100,5.88,overcast clouds
702,Douglas,US,41.3,-96.167,55.15,95,90,3.0,moderate rain
703,Ocos,GT,14.5094,-92.1933,93.7,75,55,6.06,broken clouds
704,Luancheng,CN,37.8792,114.6517,51.96,51,100,1.86,light rain
705,Thetford Mines,CA,46.0913,-71.3013,53.28,62,79,11.54,broken clouds
706,Dumai,ID,1.6833,101.45,75.31,95,9,1.9,clear sky
707,Ushumun,RU,52.7833,126.5333,30.7,79,22,4.72,few clouds
708,Palauig,PH,15.435,119.9045,80.06,76,17,4.07,few clouds
709,Charters Towers,AU,-20.1,146.2667,68.67,93,6,9.31,clear sky
